,filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
21141,003913.png,Car,541.61676,186.58755,569.52734,213.86276,1.54,44.7,clone
24927,004627.png,Pedestrian,481.9305,130.26909,579.8956,367.26727,1.7,5.13,clone
24928,004627.png,Pedestrian,23.870848,153.61375,92.353676,305.5668,1.06,11.31,clone
4371,000821.png,Car,424.56635,185.01086,806.35284,322.53165,-0.19,9.39,clone
4372,000821.png,Car,1038.4683,189.56581,1241.5396,349.78146,-0.85,10.0,clone
27116,005012.png,Car,595.2963,174.70908,638.4197,215.33171,-1.59,29.4,clone
27117,005012.png,Car,1157.5052,169.306,1241.7437,371.96783,-1.58,6.67,clone
27118,005012.png,Car,857.33374,175.52286,1142.8536,357.85516,-1.3,8.97,clone
27119,005012.png,Car,763.1101,167.27089,977.2836,289.33463,-1.15,12.02,clone
27120,005012.png,Car,729.8622,176.85812,901.81573,255.21722,-1.04,15.48,clone
27122,005012.png,Car,686.2684,174.70229,796.63806,218.48059,-0.87,26.12,clone
27123,005012.png,Car,485.9677,179.93553,518.9514,204.54521,1.66,78.07,clone
27125,005012.png,Car,661.08136,172.45769,739.77203,203.32353,-0.82,36.67,clone
27126,005012.png,Car,643.991,170.69238,699.88055,194.71124,-0.88,43.34,clone
27127,005012.png,Van,638.87854,168.00392,692.3937,192.9455,-0.92,57.85,clone
27128,005012.png,Car,471.5459,175.10336,497.72504,194.59285,1.76,64.4,clone
27129,005012.png,Car,450.21957,175.65215,469.22748,191.22455,1.77,73.04,clone
27085,005008.png,Car,592.1419,176.35341,675.1526,252.25246,-1.55,17.44,clone
27086,005008.png,Car,0.024372905,202.5785,174.53453,375.73618,-0.8,6.49,clone
27088,005008.png,Car,250.48947,185.81494,433.49268,288.65616,-1.24,13.27,clone
27089,005008.png,Misc,380.96442,99.91693,531.7801,237.9222,-1.4,24.44,clone
27090,005008.png,Misc,527.32434,142.59236,567.22687,196.09009,-1.53,60.11,clone
27091,005008.png,Car,121.28735,184.59277,254.79208,237.77428,-1.05,24.61,clone
27092,005008.png,Van,256.11865,165.07056,346.7101,218.68161,-1.17,30.72,clone
27093,005008.png,Car,644.9592,183.9404,678.47327,209.3969,-1.49,40.16,clone
27094,005008.png,Car,701.0158,183.37587,731.57086,201.31412,-1.29,63.51,clone
32087,005895.png,Van,401.45084,137.54231,516.8839,235.29509,1.78,22.66,clone
32088,005895.png,Car,492.50653,177.34409,564.85724,214.4605,1.84,30.68,clone
32089,005895.png,Cyclist,665.5245,171.56139,698.4931,202.93126,-3.1,40.41,clone
14068,002614.png,Car,639.40106,163.63382,716.37805,220.36694,-1.32,24.49,clone
14069,002614.png,Car,310.62088,182.74779,396.08954,226.60007,2.08,28.05,clone
14070,002614.png,Car,465.40466,179.86386,516.98505,208.14896,1.84,41.82,clone
14071,002614.png,Tram,596.2632,155.0641,663.63605,186.66197,1.19,85.81,clone
4536,000856.png,Car,0.0,215.60045,287.31894,372.42865,2.4,3.76,clone
4537,000856.png,Car,755.01105,201.60599,1117.8578,371.937,-2.61,3.65,clone
4539,000856.png,Car,458.38916,187.0786,553.8118,259.28204,1.75,17.64,clone
4540,000856.png,Car,515.42114,172.25343,585.49677,237.81975,1.69,23.02,clone
4541,000856.png,Car,558.84674,176.8879,611.212,225.86679,1.69,28.91,clone
31658,005814.png,Car,569.48,179.8497,622.7363,230.77097,-1.56,24.17,clone
31659,005814.png,Car,385.70804,187.15836,460.56595,239.78293,1.81,25.23,clone
31660,005814.png,Car,513.728,182.11702,542.7043,202.23143,1.68,54.93,clone
31661,005814.png,Car,1052.465,165.66328,1162.6139,204.70178,-2.17,33.37,clone
31662,005814.png,Van,1155.376,141.53981,1241.9692,210.50885,-2.25,28.84,clone
2293,000429.png,Car,128.5329,190.67178,380.70624,332.84024,1.99,11.3,clone
2294,000429.png,Car,914.95105,188.39502,1241.9431,373.2642,-2.16,6.58,clone
2295,000429.png,Car,329.13394,186.65492,457.67032,263.49954,1.87,16.47,clone
2296,000429.png,Car,780.9369,179.86948,978.9614,305.13663,-1.88,11.5,clone
2297,000429.png,Car,405.4071,185.11429,495.40738,238.3684,1.84,21.68,clone
2298,000429.png,Car,725.1164,177.46928,837.18427,255.29234,-1.79,16.45,clone
2299,000429.png,Car,510.4798,177.61536,553.43677,207.50305,1.71,37.21,clone
2300,000429.png,Car,704.2105,176.02255,781.049,232.82297,-1.72,21.39,clone
2301,000429.png,Car,695.1222,175.18047,751.89496,219.27844,-1.68,26.85,clone
25147,004668.png,Car,338.95398,192.5913,432.27502,252.61897,1.86,21.23,clone
25148,004668.png,Car,664.48236,173.16919,735.1765,224.30614,-1.69,24.04,clone
25149,004668.png,Car,401.70157,189.12984,471.1526,233.65894,1.82,26.46,clone
25150,004668.png,Car,456.45834,180.89432,504.9619,217.90126,1.75,34.7,clone
25151,004668.png,Car,481.33875,182.81918,515.70593,211.0509,1.74,41.33,clone
25152,004668.png,Van,1080.1075,129.36807,1205.6699,182.60751,0.88,41.59,clone
25153,004668.png,Car,3.3813176,202.51463,117.47569,245.19812,-0.88,36.86,clone
10248,001918.png,Car,566.7717,177.27377,617.4329,225.81192,-1.56,25.45,clone
10249,001918.png,Car,400.47174,186.5883,461.8439,225.94798,1.8,30.16,clone
10250,001918.png,Car,513.00653,180.99364,550.5921,209.32373,1.67,40.09,clone
10251,001918.png,Cyclist,180.85797,188.16647,229.81212,246.06018,2.05,25.64,clone
6024,001129.png,Car,565.8843,170.16635,593.8124,187.5624,-1.4,59.2,clone
6025,001129.png,Car,589.80334,168.63072,615.73206,191.71657,-1.56,48.2,clone
6026,001129.png,Car,536.77545,169.00696,568.9547,195.63411,-1.54,43.66,clone
6027,001129.png,Car,329.3795,167.42894,397.084,202.83684,2.05,40.41,clone
32323,005936.png,Car,713.4849,157.50067,849.87366,206.31595,2.9,27.18,clone
32324,005936.png,Car,1125.6165,140.1056,1240.3427,177.82059,-0.65,38.3,clone
32325,005936.png,Car,1198.8212,133.72647,1242.0,181.8848,-0.74,35.2,clone
32326,005936.png,Car,988.72284,145.37744,1079.6077,173.72311,-0.52,46.24,clone
32328,005936.png,Car,506.69385,172.88023,549.4404,206.49817,1.64,36.57,clone
32329,005936.png,Car,582.29333,169.29732,607.10583,190.26889,1.65,57.23,clone
32330,005936.png,Car,872.04565,148.33788,912.96173,173.73907,-1.95,57.81,clone
32331,005936.png,Car,905.7365,147.615,950.32056,171.44765,-1.98,59.04,clone
32332,005936.png,Car,662.41345,167.08273,691.1548,187.03337,1.45,54.34,clone
26434,004897.png,Pedestrian,805.5271,165.80777,831.478,232.74036,1.3,19.3,clone
26435,004897.png,Pedestrian,836.3021,165.9094,861.4838,232.61728,1.23,19.07,clone
39640,007299.png,Car,1031.2368,195.34383,1241.8851,373.2236,-2.52,4.27,clone
39641,007299.png,Car,0.0,185.43329,213.49374,372.60852,2.39,4.79,clone
39642,007299.png,Car,754.8163,138.86443,1098.9333,349.74142,-1.99,9.02,clone
39643,007299.png,Car,88.53958,176.45866,390.83926,372.27313,1.96,8.44,clone
39644,007299.png,Car,323.2806,191.46854,458.6092,277.87643,1.81,15.32,clone
39645,007299.png,Car,471.15695,175.90453,519.53516,216.49481,1.72,35.2,clone
33458,006141.png,Car,604.23706,173.17929,628.9759,196.76237,-1.58,48.09,clone
33459,006141.png,Car,736.8602,178.869,947.93256,312.00412,-1.87,10.49,clone
33460,006141.png,Car,668.6207,173.68788,726.07623,220.16173,-1.68,25.5,clone
33461,006141.png,Car,702.65137,172.96555,819.2994,260.0991,-1.75,15.4,clone
33462,006141.png,Car,275.2108,184.14697,380.68353,220.72916,0.31,32.42,clone
33463,006141.png,Car,132.06755,184.5179,252.86282,227.40988,0.54,34.93,clone
33464,006141.png,Car,0.13739407,186.17377,98.3105,229.64442,0.73,38.61,clone
33465,006141.png,Car,650.1569,177.55441,678.96124,199.89366,-1.66,43.87,clone
34695,006373.png,Car,0.57070416,206.38376,372.38885,372.20428,2.05,6.21,clone
34696,006373.png,Misc,492.9676,179.80244,529.28754,216.97777,1.79,31.8,clone
34697,006373.png,Car,615.40894,179.11932,645.47394,202.71484,-1.7,50.12,clone
3605,000676.png,Car,507.50793,173.01291,566.5628,217.44226,-1.44,25.92,clone
3606,000676.png,Car,549.65356,176.75497,579.8928,202.20891,-1.49,36.53,clone
3607,000676.png,Car,606.639,169.7781,639.1989,200.38943,-1.55,38.38,clone
3608,000676.png,Car,575.6358,167.36719,602.87085,192.39644,-1.5,48.68,clone
7569,001430.png,Car,607.96484,185.09348,660.93616,219.62346,-1.39,33.08,clone
7570,001430.png,Van,665.2916,171.41791,724.21063,224.45872,-1.44,29.54,clone
7571,001430.png,Tram,557.1679,167.63853,626.70325,201.38603,1.21,80.96,clone
39074,007184.png,Car,770.1094,165.04158,846.6157,232.73152,-1.64,19.93,clone
39075,007184.png,Car,349.96548,180.22786,505.59808,246.05899,2.12,19.17,clone
39076,007184.png,Car,1034.5807,158.9065,1138.0557,192.72737,-0.42,40.06,clone
12608,002347.png,Car,610.72876,171.65181,655.4988,207.60149,-1.67,34.42,clone
12609,002347.png,Car,570.62744,178.16856,597.9606,198.85132,-1.71,50.8,clone
32296,005932.png,Car,516.85034,161.00752,740.40857,372.5349,-1.58,7.19,clone
32297,005932.png,Car,376.3918,183.76758,417.2632,204.0257,1.84,55.21,clone
32298,005932.png,Car,334.59378,187.89835,372.14087,206.53165,1.92,55.23,clone
32299,005932.png,Car,424.2536,179.32016,463.25278,199.98206,1.8,55.06,clone
32300,005932.png,Car,948.03485,173.40633,1084.411,218.41827,2.68,31.68,clone
32301,005932.png,Car,1084.377,172.69286,1218.1595,214.00893,2.6,37.86,clone
2108,000397.png,Car,884.25543,216.44533,1241.2466,372.93494,-2.28,4.77,clone
2109,000397.png,Car,659.5769,175.05183,737.1162,235.88303,-1.73,23.01,clone
2110,000397.png,Car,249.0556,183.27084,443.9553,252.4161,-2.72,18.72,clone
2112,000397.png,Car,383.59366,171.73183,508.7185,222.04962,0.22,30.05,clone
2113,000397.png,Car,646.0624,180.72902,687.90405,216.43881,-1.65,33.83,clone
2114,000397.png,Pedestrian,101.53013,169.33809,126.25551,243.36273,2.19,21.12,clone
2115,000397.png,Misc,231.72054,214.7278,364.15848,293.1361,-2.74,12.27,clone
2116,000397.png,Misc,166.70222,211.41704,282.93863,328.43134,-1.1,9.79,clone
2117,000397.png,Misc,271.4646,194.90521,396.55447,270.9724,-2.98,13.14,clone
2118,000397.png,Misc,320.30487,193.09093,427.453,257.5822,-2.92,14.82,clone
2119,000397.png,Misc,68.06715,195.99315,204.99248,325.65964,-0.78,10.67,clone
2120,000397.png,Misc,780.5347,216.1286,996.6183,347.13205,-2.52,8.42,clone
40072,007389.png,Car,485.7431,163.70547,534.5705,198.37862,-1.77,36.48,clone
40073,007389.png,Car,405.39578,168.99506,442.5768,194.73378,-1.74,41.4,clone
40074,007389.png,Car,370.992,164.24469,397.28925,182.81958,-1.7,58.42,clone
36506,006707.png,Car,717.4496,180.03552,933.1192,297.42587,-1.19,12.61,clone
36507,006707.png,Car,568.67035,150.62744,771.9043,274.80212,-0.95,14.4,clone
36508,006707.png,Car,1070.766,154.65877,1183.6757,237.94823,-1.55,18.05,clone
36509,006707.png,Misc,417.74075,210.25,687.60443,274.21985,2.34,15.61,clone
36510,006707.png,Car,397.11865,181.902,580.63446,254.6005,-0.72,18.19,clone
36511,006707.png,Car,328.04773,186.67473,463.47903,241.7823,-0.65,21.95,clone
36512,006707.png,Misc,361.94778,190.77374,478.45984,247.67116,2.49,19.83,clone
36513,006707.png,Misc,491.36127,166.17397,545.6084,209.22688,2.36,33.95,clone
36514,006707.png,Car,27.039762,196.67784,131.95963,248.59563,-1.82,27.59,clone
30529,005608.png,Car,1096.0314,184.03084,1222.4119,231.09195,0.89,31.22,clone
30530,005608.png,Car,1035.9246,182.8954,1156.7797,230.9617,-2.29,28.84,clone
30531,005608.png,Car,957.42633,181.01318,1068.5764,231.04175,-2.16,27.91,clone
30532,005608.png,Car,602.8225,172.23674,636.5314,201.52397,-1.64,36.86,clone
30533,005608.png,Cyclist,0.23753771,164.30086,221.41666,367.47913,2.25,5.7,clone
30534,005608.png,Pedestrian,785.73535,160.137,841.9741,291.93262,0.67,10.26,clone
30535,005608.png,Pedestrian,825.73834,168.66354,882.40094,285.08914,0.73,10.88,clone
30536,005608.png,Pedestrian,485.78595,159.20041,535.22705,258.85934,1.1,13.42,clone
30537,005608.png,Pedestrian,286.7153,155.2751,315.47482,227.68625,1.39,19.4,clone
30538,005608.png,Pedestrian,325.10275,159.13054,354.51022,230.98645,1.3,19.71,clone
30539,005608.png,Pedestrian,211.7496,157.21591,238.02231,223.11458,1.62,22.06,clone
30540,005608.png,Pedestrian,244.2093,157.45294,269.32675,222.54669,1.58,21.99,clone
3182,000592.png,Car,540.88104,175.74734,631.2453,259.0762,-1.54,15.19,clone
3183,000592.png,Car,571.22876,167.83562,638.7477,234.88449,-1.56,20.96,clone
3184,000592.png,Car,703.8062,172.86777,822.27814,264.49887,-1.76,14.56,clone
3185,000592.png,Car,664.262,174.55338,743.48486,236.991,-1.73,20.33,clone
3186,000592.png,Car,642.8669,174.59436,694.44635,219.76218,-1.66,26.06,clone
3187,000592.png,Car,345.92905,179.49744,404.23175,200.45042,0.02,52.49,clone
3188,000592.png,Car,233.8781,183.17984,292.60043,205.43489,0.18,53.63,clone
20382,003770.png,Pedestrian,32.86429,145.70924,116.56338,337.05225,0.64,9.22,clone
2224,000420.png,Car,0.5624129,185.7577,348.61444,372.04205,2.15,6.6,clone
2225,000420.png,Car,476.3157,162.35286,598.01434,252.40506,-1.38,16.24,clone
2226,000420.png,Car,799.3296,164.52919,922.2242,269.32733,-1.52,12.87,clone
2227,000420.png,Car,343.69714,177.38763,468.5475,252.3176,1.84,17.23,clone
2228,000420.png,Car,851.09784,161.8915,996.0169,234.89705,-1.08,18.45,clone
15911,002951.png,Car,590.8176,174.34166,626.00946,207.97015,-1.57,37.95,clone
15912,002951.png,Tram,530.2555,153.10992,566.241,192.89662,-1.51,71.07,clone
15913,002951.png,Truck,714.86206,163.83182,786.08234,194.88069,-1.96,72.42,clone
34419,006318.png,Car,500.00137,183.48676,562.16156,221.78346,1.87,29.79,clone
34420,006318.png,Misc,617.3313,176.78867,632.27734,200.76732,1.73,46.92,clone
14798,002739.png,Pedestrian,543.50104,155.53246,590.5093,276.77423,-1.4,10.85,clone
9319,001744.png,Car,463.79047,181.93187,534.94403,235.68176,1.73,21.94,clone
9320,001744.png,Car,552.994,178.50586,576.805,199.37637,1.65,53.5,clone
9321,001744.png,Car,329.17435,176.41962,371.09494,202.88477,1.92,60.25,clone
9322,001744.png,Car,591.49054,176.47606,633.31287,217.55319,-1.57,31.19,clone
5020,000951.png,Van,491.10797,156.1248,575.90704,249.39313,-1.53,17.98,clone
5021,000951.png,Van,970.9158,91.6008,1242.0,261.20102,-0.74,16.76,clone
5022,000951.png,Car,153.56578,184.94012,314.99396,261.42,-1.19,19.54,clone
5023,000951.png,Car,1.0742196,165.31364,194.26552,264.45135,-1.0,21.16,clone
5024,000951.png,Car,404.52557,169.78613,470.76355,218.15726,-1.44,24.86,clone
5025,000951.png,Car,731.36285,170.92328,850.6242,235.9716,-1.9,19.8,clone
5026,000951.png,Car,570.7102,159.10204,612.77856,200.2094,-1.58,35.77,clone
5027,000951.png,Van,618.23065,146.13927,664.1796,191.6868,1.44,46.61,clone
5028,000951.png,Car,809.3947,162.08478,933.8777,231.68591,-1.96,21.05,clone
5029,000951.png,Car,898.1987,172.01747,1043.8497,227.36469,-2.08,21.99,clone
5030,000951.png,Truck,565.52057,122.90376,612.39594,199.0407,1.53,43.63,clone
5031,000951.png,Misc,0.12561236,212.00873,116.12108,266.8851,2.26,22.38,clone
37804,006947.png,Misc,498.15332,179.60254,543.37,223.48984,1.78,27.07,clone
37805,006947.png,Car,640.97943,179.11748,675.57324,205.75174,-1.71,45.3,clone
37202,006836.png,Car,589.1839,174.51663,616.56964,200.3555,-1.58,46.98,clone
37203,006836.png,Car,0.0,199.5091,194.47942,310.33167,2.16,14.99,clone
37204,006836.png,Car,392.64468,179.80869,442.80927,214.77269,1.77,37.31,clone
37205,006836.png,Car,552.02295,175.48743,573.9976,195.72615,-1.52,59.37,clone
36040,006617.png,Car,526.3897,161.55893,570.0248,199.06541,1.58,29.62,clone
36041,006617.png,Pedestrian,1004.4018,153.30586,1033.7743,223.80203,-2.73,22.98,clone
36045,006617.png,Car,579.71295,165.0368,608.4756,182.58913,-1.82,69.63,clone
21321,003948.png,Car,548.8618,169.421,716.4711,327.54837,-1.59,9.35,clone
21322,003948.png,Car,0.6094287,185.01364,194.14777,267.33032,2.15,19.33,clone
21323,003948.png,Cyclist,167.40099,171.8084,209.0278,221.20045,-1.05,34.19,clone
28582,005248.png,Car,865.44867,157.73567,1240.6199,372.2321,-2.04,5.69,clone
28583,005248.png,Pedestrian,794.5611,157.09421,821.31165,233.06468,0.46,18.09,clone
28585,005248.png,Car,481.4868,170.9177,530.7081,215.52086,1.7,31.55,clone
28586,005248.png,Pedestrian,645.67194,169.07692,658.2457,202.76463,-0.33,37.72,clone
28587,005248.png,Car,0.0,194.51164,320.63297,364.5255,2.11,10.11,clone
28588,005248.png,Pedestrian,344.44223,181.27444,365.96265,232.72548,1.9,22.72,clone
18596,003454.png,Cyclist,841.42487,182.50829,903.8828,264.98145,-1.17,16.75,clone
18597,003454.png,Cyclist,0.0,169.56354,370.16,367.74646,2.36,4.01,clone
18598,003454.png,Cyclist,654.78156,179.96486,702.47906,261.2702,1.82,15.56,clone
18599,003454.png,Pedestrian,252.39458,174.60649,268.8376,221.03938,1.45,30.08,clone
18600,003454.png,Pedestrian,272.63065,177.6382,290.97327,218.36563,-1.93,29.14,clone
18601,003454.png,Cyclist,639.5186,181.4169,665.87976,219.77191,-0.83,35.12,clone
18602,003454.png,Pedestrian,401.3903,178.91716,415.25708,216.84315,2.87,28.91,clone
18604,003454.png,Pedestrian,649.89545,181.80719,669.6429,225.73898,-0.05,31.82,clone
18605,003454.png,Pedestrian,675.97644,184.80525,696.49066,227.22516,3.01,31.98,clone
25301,004699.png,Truck,119.80514,142.26811,264.85532,229.99245,2.04,36.31,clone
25302,004699.png,Car,411.0454,177.7099,454.07397,202.29045,1.84,52.8,clone
6073,001139.png,Car,323.48102,193.55298,424.59073,257.41388,1.87,20.21,clone
6074,001139.png,Car,669.2266,174.20255,740.1849,227.00793,-1.69,22.99,clone
6075,001139.png,Car,394.02713,190.07544,466.1747,236.35187,1.83,25.46,clone
6076,001139.png,Car,452.90677,181.83853,501.84732,219.46669,1.75,33.65,clone
6077,001139.png,Car,479.225,183.81085,515.39435,211.86105,1.74,40.29,clone
6078,001139.png,Van,1096.8804,130.4529,1227.1316,184.07898,0.87,40.75,clone
6079,001139.png,Car,0.0,203.10114,100.02425,251.65125,-0.9,33.71,clone
13719,002548.png,Pedestrian,567.1724,171.73924,592.6191,224.32503,2.69,22.63,clone
13720,002548.png,Tram,312.01736,127.58215,486.0803,214.86816,-0.1,34.59,clone
13721,002548.png,Tram,470.75464,127.46943,548.8858,205.23006,-0.24,35.42,clone
13722,002548.png,Tram,531.34845,123.10218,779.6633,198.20311,-0.44,38.1,clone
13723,002548.png,Person_sitting,1074.4135,213.79677,1206.451,371.9428,-2.93,4.94,clone
13725,002548.png,Person_sitting,798.38574,200.4605,881.0262,319.4586,-1.87,8.84,clone
13726,002548.png,Person_sitting,848.24805,197.55447,926.0998,314.04428,-2.69,9.05,clone
13727,002548.png,Person_sitting,770.211,204.76604,839.696,299.17126,1.03,9.89,clone
4087,000765.png,Car,0.0,200.96689,302.47702,367.5593,-0.86,4.9,clone
4088,000765.png,Cyclist,992.8154,147.37627,1030.2457,214.69415,-1.6,21.16,clone
4089,000765.png,Car,440.30853,171.35268,514.7444,208.83926,1.21,30.7,clone
4090,000765.png,Car,379.4805,171.89658,415.03574,195.86119,1.81,57.06,clone
7085,001339.png,Car,974.80084,200.15164,1242.0,372.83755,-1.92,6.69,clone
7086,001339.png,Car,848.57104,185.74382,906.91534,229.4184,-1.66,29.16,clone
37344,006862.png,Car,573.0875,172.8834,611.269,209.72714,-1.57,35.74,clone
37345,006862.png,Car,0.22027336,207.62338,164.1377,375.1471,-0.74,5.79,clone
37346,006862.png,Car,0.0555362,180.06429,199.09956,299.5281,-0.97,14.43,clone
37347,006862.png,Car,257.41095,185.2516,426.17047,281.79547,-1.23,14.1,clone
37348,006862.png,Car,242.5343,185.5464,367.62903,240.15286,-1.19,22.28,clone
37349,006862.png,Car,419.29608,182.88463,496.14136,232.14095,-1.37,23.13,clone
37350,006862.png,Car,453.14838,180.71158,505.06848,215.14511,-1.41,31.28,clone
37351,006862.png,Misc,496.55078,164.68843,539.02057,208.98398,-1.46,37.9,clone
37352,006862.png,Van,540.25745,165.10623,562.96094,190.80576,-1.53,82.3,clone
37353,006862.png,Car,132.30151,177.04929,262.25668,238.92497,-1.07,24.68,clone
24384,004519.png,Car,532.8486,182.48737,553.31354,200.72148,-1.64,58.17,clone
24385,004519.png,Car,581.3835,178.34175,678.7095,255.30263,-1.71,17.54,clone
24386,004519.png,Car,26.912554,195.56035,279.2576,321.53177,-1.16,12.06,clone
24388,004519.png,Car,249.88393,189.62915,373.17056,260.8309,-1.31,17.96,clone
24389,004519.png,Car,482.99808,180.177,532.8254,227.23386,-1.59,27.03,clone
24390,004519.png,Car,331.37796,183.98248,404.76053,231.23846,-1.39,26.36,clone
24391,004519.png,Car,227.78462,184.65,315.97873,229.97084,-1.28,27.79,clone
24392,004519.png,Car,398.41418,184.03731,437.08167,213.66693,-1.43,38.22,clone
24393,004519.png,Van,284.86325,172.44878,346.8002,215.12555,-1.32,37.5,clone
24394,004519.png,Car,418.897,184.96783,447.8044,207.46494,-1.47,47.07,clone
24395,004519.png,Van,439.6369,168.85098,466.0044,201.51941,-1.53,63.22,clone
24396,004519.png,Misc,482.83392,164.4315,516.23,207.26929,-1.56,52.35,clone
24257,004495.png,Car,537.74164,179.9322,561.4692,201.72563,1.57,47.93,clone
37499,006892.png,Pedestrian,814.523,150.36111,880.857,296.89807,2.44,9.61,clone
